Month;WeekOfMonth;DayOfWeek;AccidentArea;DayOfWeekClaimed;MonthClaimed;WeekOfMonthClaimed;PolicyNumber;Fault;RepNumber;Days_Policy_Accident;Days_Policy_Claim;PoliceReportFiled;WitnessPresent;NumberOfSuppliments;AddressChange_Claim;Year;FraudFound_P;Make;Sex;MaritalStatus;Age;VehicleCategory;VehiclePrice;Deductible;DriverRating;PastNumberOfClaims;AgeOfVehicle;AgentType;NumberOfCars;BasePolicy
Apr;3;Monday;Urban;Thursday;Apr;3;30036;Third Party;1;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Toyota;Male;Married;58;Sedan;less than 20000;400;1;none;more than 7;External;1 vehicle;All Perils
Sep;4;Thursday;Urban;Thursday;Oct;3;8147;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1995;0;Chevrolet;Male;Married;54;Sedan;20000 to 29000;400;4;none;more than 7;External;1 vehicle;Collision
Feb;2;Tuesday;Urban;Wednesday;Feb;2;27147;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1994;0;VW;Female;Married;35;Sedan;30000 to 39000;400;4;1;5 years;External;1 vehicle;Collision
Dec;4;Monday;Urban;Wednesday;Dec;4;39870;Policy Holder;5;more than 30;more than 30;No;No;more than 5;no change;1995;0;Pontiac;Male;Single;26;Sport;30000 to 39000;400;3;more than 4;6 years;External;1 vehicle;Liability
Jun;4;Wednesday;Urban;Thursday;Jun;4;44714;Policy Holder;12;more than 30;more than 30;No;No;none;no change;1996;0;Toyota;Male;Married;58;Sedan;less than 20000;400;4;2 to 4;7 years;External;1 vehicle;All Perils
Jun;1;Tuesday;Urban;Monday;Jun;2;30320;Third Party;9;more than 30;more than 30;No;No;more than 5;4 to 8 years;1996;0;Mazda;Male;Married;35;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;2 vehicles;All Perils
Mar;4;Wednesday;Urban;Friday;Apr;2;47542;Third Party;12;more than 30;more than 30;No;No;none;no change;1994;0;Chevrolet;Male;Single;34;Sport;20000 to 29000;400;1;1;5 years;External;1 vehicle;Liability
Sep;3;Monday;Urban;Monday;Sep;3;11349;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Married;44;Sedan;30000 to 39000;400;3;2 to 4;7 years;External;1 vehicle;Collision
Apr;4;Saturday;Urban;Monday;Apr;4;6834;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1996;0;Honda;Male;Married;30;Sedan;less than 20000;400;3;2 to 4;6 years;External;1 vehicle;All Perils
Apr;4;Tuesday;Urban;Monday;May;3;40071;Third Party;11;more than 30;more than 30;No;No;none;no change;1996;0;Honda;Male;Married;27;Sedan;20000 to 29000;400;1;1;6 years;External;1 vehicle;All Perils
Apr;4;Wednesday;Urban;Wednesday;Apr;4;46067;Policy Holder;10;more than 30;more than 30;No;No;none;no change;1995;0;Mazda;Male;Married;28;Sedan;30000 to 39000;400;2;1;6 years;External;1 vehicle;Collision
Nov;4;Saturday;Urban;Monday;Dec;3;38547;Policy Holder;14;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Mazda;Female;Single;21;Sedan;20000 to 29000;400;4;none;5 years;External;1 vehicle;Collision
Jun;3;Friday;Urban;Wednesday;Jun;4;42419;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Married;27;Sport;20000 to 29000;400;3;more than 4;7 years;External;1 vehicle;Liability
May;3;Thursday;Urban;Thursday;May;3;24760;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1995;0;Toyota;Male;Married;27;Sedan;20000 to 29000;400;4;1;7 years;External;1 vehicle;Collision
Nov;5;Wednesday;Urban;Monday;Jan;5;20450;Policy Holder;7;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Pontiac;Male;Married;56;Sedan;less than 20000;400;3;1;7 years;External;1 vehicle;All Perils
Apr;2;Monday;Urban;Tuesday;Apr;3;744;Third Party;2;more than 30;more than 30;No;No;none;no change;1996;0;Ford;Male;Married;29;Sedan;40000 to 59000;400;2;2 to 4;6 years;External;1 vehicle;All Perils
Mar;1;Thursday;Urban;Wednesday;Apr;1;45161;Third Party;3;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Pontiac;Female;Single;77;Sedan;20000 to 29000;400;1;2 to 4;more than 7;External;1 vehicle;All Perils
May;4;Wednesday;Urban;Thursday;May;4;31728;Policy Holder;16;more than 30;more than 30;No;No;more than 5;no change;1995;0;Pontiac;Male;Married;44;Sedan;30000 to 39000;400;4;none;more than 7;External;1 vehicle;Collision
May;3;Thursday;Urban;Friday;May;3;3635;Third Party;12;more than 30;more than 30;No;No;more than 5;no change;1994;0;Saab;Male;Married;80;Sport;40000 to 59000;700;2;more than 4;more than 7;External;1 vehicle;Liability
Oct;3;Sunday;Urban;Thursday;Jan;4;23354;Policy Holder;12;more than 30;more than 30;No;No;more than 5;no change;1996;0;Toyota;Male;Married;37;Sedan;less than 20000;400;4;1;7 years;External;1 vehicle;All Perils
Dec;3;Saturday;Urban;Thursday;Jan;4;27415;Policy Holder;11;more than 30;more than 30;No;No;none;no change;1995;0;Mazda;Male;Single;41;Sport;20000 to 29000;400;2;2 to 4;5 years;External;1 vehicle;Liability
Apr;1;Saturday;Urban;Monday;Apr;1;37383;Policy Holder;14;more than 30;more than 30;No;No;more than 5;no change;1996;0;Pontiac;Female;Married;35;Sedan;less than 20000;400;3;more than 4;6 years;External;1 vehicle;Collision
Jan;3;Monday;Urban;Monday;Jan;3;15910;Third Party;10;more than 30;more than 30;No;No;more than 5;no change;1995;0;Pontiac;Male;Single;31;Sedan;30000 to 39000;400;2;2 to 4;6 years;External;1 vehicle;Collision
Jan;3;Sunday;Urban;Thursday;Jan;3;14753;Policy Holder;11;more than 30;more than 30;No;No;none;no change;1995;1;Mazda;Male;Married;35;Sedan;20000 to 29000;400;2;2 to 4;6 years;External;1 vehicle;All Perils
Mar;2;Thursday;Urban;Wednesday;Mar;3;30461;Policy Holder;12;more than 30;more than 30;No;No;none;no change;1995;0;VW;Female;Single;30;Sport;20000 to 29000;400;2;2 to 4;7 years;External;1 vehicle;Liability
Jun;3;Saturday;Urban;Wednesday;Jun;4;35066;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Male;Married;70;Sport;20000 to 29000;700;3;1;more than 7;External;1 vehicle;Liability
Feb;3;Monday;Urban;Monday;Feb;4;28101;Policy Holder;12;more than 30;more than 30;No;No;none;no change;1995;0;Chevrolet;Female;Married;44;Sport;30000 to 39000;400;2;2 to 4;7 years;External;1 vehicle;Liability
Mar;4;Wednesday;Urban;Monday;Mar;4;40844;Third Party;5;more than 30;more than 30;No;No;more than 5;no change;1994;0;Honda;Male;Married;42;Sedan;20000 to 29000;400;4;none;7 years;External;1 vehicle;Collision
Jun;3;Tuesday;Urban;Monday;Jul;3;41964;Third Party;4;more than 30;more than 30;Yes;No;none;no change;1994;0;Pontiac;Male;Married;76;Sport;20000 to 29000;400;4;none;more than 7;External;1 vehicle;Liability
Jan;4;Friday;Urban;Wednesday;Jan;4;28534;Third Party;5;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Chevrolet;Female;Single;37;Sport;more than 69000;400;3;1;7 years;External;1 vehicle;Liability
Aug;2;Saturday;Rural;Tuesday;Aug;5;26349;Policy Holder;1;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Male;Married;49;Sport;more than 69000;400;4;none;more than 7;External;1 vehicle;Liability
Jul;2;Monday;Urban;Friday;Jul;3;17283;Third Party;9;more than 30;more than 30;No;No;none;no change;1996;0;Pontiac;Male;Married;27;Sport;20000 to 29000;400;1;more than 4;6 years;External;1 vehicle;Liability
Aug;2;Sunday;Rural;Friday;Aug;3;13541;Policy Holder;5;more than 30;more than 30;No;No;none;no change;1996;1;Pontiac;Female;Married;42;Sedan;less than 20000;400;3;none;6 years;External;1 vehicle;All Perils
Sep;2;Monday;Urban;Tuesday;Sep;2;16299;Policy Holder;12;more than 30;more than 30;No;No;more than 5;no change;1996;0;Mazda;Male;Married;37;Sport;more than 69000;400;2;more than 4;7 years;External;1 vehicle;Liability
Apr;3;Thursday;Urban;Thursday;Apr;3;17785;Policy Holder;9;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Chevrolet;Male;Married;65;Sedan;30000 to 39000;400;3;none;more than 7;External;1 vehicle;All Perils
Sep;2;Tuesday;Urban;Friday;Sep;4;35057;Third Party;10;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Married;40;Sedan;30000 to 39000;400;4;1;7 years;External;1 vehicle;Collision
May;4;Tuesday;Urban;Tuesday;May;4;8498;Third Party;9;more than 30;more than 30;No;No;none;no change;1996;0;Toyota;Male;Divorced;37;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;All Perils
Dec;3;Thursday;Urban;Monday;Jan;4;12287;Policy Holder;4;more than 30;more than 30;No;No;more than 5;no change;1996;0;Honda;Male;Married;51;Sport;40000 to 59000;400;4;2 to 4;7 years;External;1 vehicle;Liability
May;3;Thursday;Urban;Friday;May;3;14744;Policy Holder;4;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Male;Single;38;Sedan;20000 to 29000;400;3;none;7 years;External;1 vehicle;Collision
Feb;2;Monday;Urban;Monday;Feb;2;8735;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1995;0;Toyota;Male;Married;38;Sport;20000 to 29000;400;2;none;7 years;External;1 vehicle;Liability
Jan;1;Thursday;Urban;Tuesday;Jan;3;43288;Policy Holder;7;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Mazda;Male;Married;40;Sport;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Liability
Feb;3;Tuesday;Urban;Wednesday;Feb;3;13210;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Female;Single;30;Sport;30000 to 39000;400;4;more than 4;6 years;External;1 vehicle;Liability
Feb;3;Monday;Urban;Tuesday;Feb;3;31869;Policy Holder;15;more than 30;more than 30;No;No;more than 5;no change;1995;0;Ford;Male;Single;36;Sedan;40000 to 59000;400;2;none;more than 7;External;1 vehicle;Collision
Mar;4;Friday;Urban;Tuesday;Apr;1;24359;Policy Holder;11;more than 30;more than 30;No;No;none;4 to 8 years;1995;0;Honda;Male;Single;0;Sedan;more than 69000;400;4;none;new;External;2 vehicles;All Perils
Oct;3;Saturday;Urban;Monday;Oct;4;20561;Third Party;13;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Toyota;Male;Married;64;Sedan;20000 to 29000;400;1;2 to 4;more than 7;External;1 vehicle;Collision
Jul;1;Tuesday;Rural;Wednesday;Jul;1;8456;Policy Holder;10;more than 30;more than 30;No;No;more than 5;no change;1995;0;Toyota;Male;Married;35;Sedan;20000 to 29000;400;2;2 to 4;6 years;External;1 vehicle;All Perils
Nov;1;Wednesday;Urban;Thursday;Nov;1;21213;Policy Holder;16;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Pontiac;Male;Single;28;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;Collision
Sep;3;Saturday;Urban;Tuesday;Oct;1;13091;Policy Holder;1;more than 30;more than 30;No;No;more than 5;no change;1994;0;Toyota;Male;Married;40;Sedan;20000 to 29000;400;2;2 to 4;7 years;External;1 vehicle;Collision
Dec;2;Monday;Urban;Wednesday;Dec;3;10532;Third Party;1;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Female;Single;31;Sedan;20000 to 29000;400;3;none;5 years;Internal;1 vehicle;Collision
Feb;1;Tuesday;Urban;Monday;Feb;3;2606;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1996;0;Pontiac;Male;Married;54;Sedan;20000 to 29000;400;3;2 to 4;more than 7;External;1 vehicle;Collision
Aug;5;Thursday;Rural;Friday;Sep;1;48126;Policy Holder;10;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;29;Sport;20000 to 29000;400;2;1;7 years;External;1 vehicle;Liability
Jul;1;Saturday;Urban;Monday;Jul;1;40690;Policy Holder;12;more than 30;more than 30;No;No;more than 5;no change;1995;0;Honda;Male;Married;44;Sedan;30000 to 39000;400;3;more than 4;4 years;External;1 vehicle;All Perils
Apr;1;Wednesday;Urban;Tuesday;Apr;2;9771;Third Party;3;more than 30;more than 30;No;No;none;no change;1995;0;Chevrolet;Male;Married;49;Sedan;more than 69000;400;2;1;more than 7;External;1 vehicle;Collision
Jan;5;Friday;Urban;Friday;Mar;2;47549;Third Party;3;more than 30;more than 30;No;No;none;no change;1994;0;Ford;Male;Married;40;Sedan;40000 to 59000;400;4;1;7 years;External;3 to 4;Collision
Jun;5;Friday;Urban;Wednesday;Jul;1;12849;Policy Holder;15;more than 30;more than 30;No;No;more than 5;no change;1996;0;Chevrolet;Male;Married;40;Sport;30000 to 39000;400;2;1;7 years;External;1 vehicle;Liability
Aug;2;Wednesday;Urban;Friday;Aug;3;24616;Policy Holder;10;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Mazda;Female;Single;29;Sport;20000 to 29000;400;4;2 to 4;5 years;External;1 vehicle;Liability
May;3;Wednesday;Urban;Wednesday;May;3;8574;Policy Holder;16;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Male;Single;35;Sport;20000 to 29000;400;3;more than 4;7 years;External;1 vehicle;Liability
Jul;3;Saturday;Urban;Tuesday;Aug;3;11698;Policy Holder;6;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Honda;Male;Married;35;Sport;20000 to 29000;400;4;more than 4;7 years;External;1 vehicle;Liability
Jun;1;Tuesday;Urban;Wednesday;Jun;2;24464;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Married;29;Sedan;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Collision
Jan;5;Saturday;Urban;Monday;Jan;5;6456;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1996;0;Pontiac;Female;Single;47;Sport;less than 20000;700;4;2 to 4;more than 7;External;1 vehicle;Liability
Oct;3;Sunday;Rural;Tuesday;Oct;3;30146;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Male;Married;43;Sedan;30000 to 39000;400;4;2 to 4;7 years;External;1 vehicle;Collision
Oct;2;Wednesday;Urban;Friday;Oct;2;32103;Policy Holder;4;more than 30;more than 30;No;No;more than 5;no change;1995;0;Ford;Female;Single;33;Sport;40000 to 59000;400;2;more than 4;7 years;External;1 vehicle;Liability
Jun;3;Saturday;Urban;Thursday;Jun;4;8414;Policy Holder;2;more than 30;more than 30;No;No;1 to 2;no change;1994;1;Mazda;Male;Married;41;Sedan;more than 69000;400;2;1;7 years;External;1 vehicle;Collision
Oct;1;Wednesday;Urban;Friday;Nov;1;45403;Policy Holder;5;more than 30;more than 30;Yes;No;3 to 5;no change;1995;0;Toyota;Male;Single;46;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;All Perils
Jul;5;Sunday;Urban;Tuesday;Aug;5;38867;Policy Holder;12;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Married;60;Sedan;20000 to 29000;400;2;1;more than 7;External;1 vehicle;Collision
Oct;1;Thursday;Urban;Friday;Oct;2;25780;Policy Holder;6;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Honda;Male;Married;60;Sedan;more than 69000;400;4;none;more than 7;External;1 vehicle;Collision
Jan;4;Saturday;Urban;Tuesday;Jan;4;28379;Third Party;11;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;28;Sport;20000 to 29000;400;3;more than 4;5 years;External;1 vehicle;Liability
Feb;4;Saturday;Urban;Tuesday;Mar;1;34835;Policy Holder;7;8 to 15;15 to 30;No;No;none;no change;1994;1;Honda;Male;Single;22;Sport;more than 69000;400;4;none;5 years;External;1 vehicle;Collision
Jan;4;Monday;Urban;Monday;Jan;4;19414;Policy Holder;16;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Pontiac;Male;Married;51;Sport;20000 to 29000;400;3;1;more than 7;External;1 vehicle;Liability
Jan;2;Monday;Urban;Thursday;Jan;2;21478;Policy Holder;10;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Chevrolet;Male;Single;42;Sedan;more than 69000;400;2;more than 4;6 years;External;1 vehicle;Collision
Jul;2;Tuesday;Rural;Wednesday;Jul;2;6384;Policy Holder;16;more than 30;more than 30;No;No;3 to 5;2 to 3 years;1994;0;Honda;Male;Married;33;Sedan;20000 to 29000;500;3;none;7 years;External;1 vehicle;Collision
Jan;4;Tuesday;Urban;Wednesday;Jan;4;21479;Third Party;15;more than 30;more than 30;No;No;none;4 to 8 years;1994;0;Ford;Male;Married;35;Sport;40000 to 59000;400;4;2 to 4;7 years;External;2 vehicles;Liability
Jul;5;Friday;Rural;Thursday;Aug;1;465;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1994;0;Mazda;Male;Married;36;Sedan;30000 to 39000;400;2;2 to 4;7 years;External;1 vehicle;Collision
May;3;Wednesday;Rural;Wednesday;May;4;30961;Policy Holder;10;more than 30;more than 30;No;No;more than 5;no change;1996;0;Pontiac;Male;Married;38;Sport;20000 to 29000;400;4;none;7 years;External;1 vehicle;Liability
Mar;2;Sunday;Urban;Monday;Mar;2;10811;Third Party;12;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Married;43;Sedan;20000 to 29000;400;3;none;7 years;External;1 vehicle;All Perils
Oct;2;Tuesday;Urban;Wednesday;Oct;2;17887;Policy Holder;9;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Male;Married;39;Sedan;20000 to 29000;400;4;none;7 years;External;1 vehicle;All Perils
Apr;1;Saturday;Urban;Friday;Apr;2;45235;Policy Holder;14;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Mazda;Male;Married;36;Sedan;20000 to 29000;400;3;none;7 years;External;1 vehicle;Collision
May;3;Monday;Urban;Monday;May;3;23340;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1994;0;Mazda;Female;Single;32;Sport;30000 to 39000;400;3;1;6 years;External;1 vehicle;Liability
Oct;4;Sunday;Urban;Wednesday;Nov;1;34673;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1995;0;VW;Male;Married;47;Sport;60000 to 69000;400;2;2 to 4;more than 7;External;1 vehicle;Liability
Sep;3;Thursday;Urban;Friday;Sep;3;32894;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1994;0;VW;Male;Married;50;Sport;30000 to 39000;400;4;2 to 4;more than 7;External;1 vehicle;Liability
Jun;3;Monday;Urban;Tuesday;Jun;4;27941;Policy Holder;3;more than 30;more than 30;No;No;none;no change;1996;0;Chevrolet;Male;Married;47;Sport;30000 to 39000;400;2;1;more than 7;External;1 vehicle;Liability
Mar;5;Tuesday;Urban;Friday;Apr;1;8310;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;38;Sport;30000 to 39000;400;1;2 to 4;7 years;External;1 vehicle;Liability
Apr;1;Saturday;Rural;Thursday;May;2;19029;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1996;0;Toyota;Male;Single;28;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;All Perils
Mar;3;Thursday;Urban;Friday;May;2;24322;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1996;0;Pontiac;Male;Married;36;Sedan;less than 20000;400;1;none;7 years;External;1 vehicle;All Perils
Apr;1;Tuesday;Urban;Thursday;Sep;3;22439;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;32;Utility;40000 to 59000;400;2;more than 4;7 years;External;1 vehicle;All Perils
Feb;1;Tuesday;Urban;Tuesday;Feb;1;37694;Policy Holder;2;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Pontiac;Female;Married;31;Sport;less than 20000;400;3;2 to 4;7 years;External;1 vehicle;Liability
Jun;2;Tuesday;Urban;Tuesday;Jun;3;14772;Policy Holder;12;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;47;Sport;20000 to 29000;400;3;1;7 years;External;1 vehicle;Liability
Oct;1;Thursday;Urban;Friday;Oct;1;45827;Policy Holder;8;more than 30;more than 30;No;No;more than 5;no change;1994;0;Chevrolet;Female;Married;47;Sport;40000 to 59000;700;3;2 to 4;7 years;External;1 vehicle;Liability
Dec;4;Thursday;Rural;Thursday;Dec;5;31234;Policy Holder;11;more than 30;more than 30;No;No;more than 5;no change;1994;0;Toyota;Male;Single;45;Sedan;less than 20000;400;2;none;7 years;External;1 vehicle;All Perils
Jan;1;Thursday;Urban;Monday;Jan;2;34547;Policy Holder;10;more than 30;more than 30;No;No;more than 5;no change;1994;0;VW;Male;Married;60;Sedan;40000 to 59000;400;3;more than 4;more than 7;External;1 vehicle;Collision
Jun;3;Saturday;Urban;Tuesday;Jun;4;29150;Policy Holder;15;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Male;Married;50;Sport;30000 to 39000;400;3;2 to 4;more than 7;External;1 vehicle;Liability
Sep;1;Monday;Urban;Monday;Sep;1;46563;Third Party;5;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;60;Sedan;20000 to 29000;400;3;none;more than 7;External;1 vehicle;All Perils
Mar;4;Tuesday;Urban;Tuesday;Mar;4;6344;Policy Holder;6;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Chevrolet;Male;Widow;59;Sport;20000 to 29000;400;3;2 to 4;more than 7;External;1 vehicle;Liability
Feb;4;Monday;Urban;Tuesday;Feb;4;35692;Policy Holder;8;more than 30;more than 30;No;No;more than 5;no change;1994;0;Accura;Male;Married;44;Sport;30000 to 39000;400;4;2 to 4;7 years;External;1 vehicle;Liability
Apr;3;Saturday;Urban;Tuesday;Apr;3;43443;Third Party;10;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Male;Married;72;Sedan;20000 to 29000;400;3;none;more than 7;External;1 vehicle;All Perils
Sep;5;Friday;Urban;Monday;Oct;1;27551;Policy Holder;10;more than 30;more than 30;No;No;none;no change;1994;0;Mazda;Male;Married;27;Sport;30000 to 39000;400;4;none;7 years;External;1 vehicle;Liability
Feb;2;Thursday;Urban;Friday;Feb;2;13331;Policy Holder;12;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Single;0;Sport;more than 69000;400;1;2 to 4;new;External;1 vehicle;Liability
Apr;3;Friday;Urban;Monday;Apr;3;14215;Policy Holder;1;more than 30;more than 30;No;No;none;no change;1994;1;Pontiac;Female;Single;28;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;All Perils
Mar;3;Sunday;Urban;Monday;Mar;3;27364;Policy Holder;10;more than 30;more than 30;No;No;none;4 to 8 years;1994;0;Honda;Male;Married;46;Sport;20000 to 29000;400;1;more than 4;more than 7;External;2 vehicles;Liability
Feb;3;Tuesday;Urban;Tuesday;Feb;3;17934;Policy Holder;7;more than 30;more than 30;No;No;3 to 5;no change;1996;0;Pontiac;Female;Married;27;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;Collision
Jan;1;Monday;Urban;Wednesday;Feb;2;21348;Policy Holder;12;more than 30;more than 30;No;No;3 to 5;no change;1996;0;Honda;Male;Married;55;Sport;20000 to 29000;400;3;more than 4;7 years;External;1 vehicle;Liability
Jan;3;Tuesday;Urban;Wednesday;Jan;4;38271;Third Party;5;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Single;35;Sedan;20000 to 29000;400;4;2 to 4;5 years;External;1 vehicle;All Perils
May;3;Monday;Urban;Tuesday;May;3;1398;Policy Holder;1;more than 30;more than 30;No;No;more than 5;no change;1994;0;Toyota;Male;Married;43;Sport;30000 to 39000;400;1;more than 4;7 years;External;1 vehicle;Liability
Aug;1;Friday;Urban;Monday;Aug;2;20778;Policy Holder;13;more than 30;more than 30;No;No;1 to 2;no change;1994;1;Chevrolet;Male;Married;38;Utility;more than 69000;400;1;2 to 4;7 years;External;1 vehicle;All Perils
Jul;1;Saturday;Urban;Monday;Aug;2;32455;Policy Holder;10;more than 30;more than 30;No;No;3 to 5;no change;1996;0;Honda;Male;Single;38;Sedan;more than 69000;400;1;none;7 years;External;1 vehicle;All Perils
Jun;2;Monday;Urban;Friday;Jun;3;3767;Policy Holder;9;more than 30;more than 30;No;No;none;no change;1996;0;Toyota;Male;Single;30;Sport;more than 69000;400;4;more than 4;7 years;External;1 vehicle;Liability
Mar;3;Sunday;Urban;Wednesday;Mar;4;17212;Policy Holder;10;more than 30;more than 30;Yes;Yes;none;no change;1994;0;Pontiac;Male;Married;42;Sedan;less than 20000;400;4;1;7 years;External;1 vehicle;All Perils
Feb;3;Monday;Urban;Thursday;Feb;4;16191;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1996;0;Pontiac;Male;Married;65;Sedan;20000 to 29000;400;3;1;more than 7;External;1 vehicle;Collision
Sep;4;Friday;Urban;Monday;Sep;4;39383;Policy Holder;8;more than 30;more than 30;No;No;more than 5;no change;1996;0;Honda;Male;Married;35;Sport;30000 to 39000;700;2;none;7 years;External;1 vehicle;Liability
Dec;4;Thursday;Urban;Friday;Dec;4;31656;Policy Holder;16;more than 30;more than 30;No;No;more than 5;no change;1994;0;Mazda;Female;Divorced;42;Sport;30000 to 39000;400;2;2 to 4;6 years;External;3 to 4;Liability
May;1;Wednesday;Urban;Monday;May;2;38872;Policy Holder;10;more than 30;more than 30;No;No;none;no change;1994;0;Mazda;Male;Married;26;Sedan;30000 to 39000;400;4;more than 4;7 years;External;1 vehicle;Collision
Jan;2;Monday;Urban;Monday;Jan;2;23135;Policy Holder;15;more than 30;more than 30;No;No;more than 5;no change;1995;0;Toyota;Male;Single;27;Sport;30000 to 39000;400;2;1;7 years;External;1 vehicle;Liability
Jan;1;Tuesday;Urban;Tuesday;Jan;1;41538;Policy Holder;15;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Pontiac;Male;Married;31;Sedan;30000 to 39000;400;4;more than 4;7 years;External;1 vehicle;Collision
Mar;2;Tuesday;Urban;Saturday;Mar;2;20006;Third Party;15;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Mazda;Male;Married;43;Sedan;20000 to 29000;400;4;1;5 years;External;1 vehicle;Collision
Sep;4;Thursday;Urban;Wednesday;Sep;4;31095;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;46;Sedan;20000 to 29000;400;1;none;more than 7;External;1 vehicle;Collision
Jul;2;Monday;Urban;Monday;Jul;3;32059;Third Party;15;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Female;Widow;55;Sedan;30000 to 39000;400;2;1;7 years;External;1 vehicle;Collision
Dec;5;Saturday;Urban;Monday;Jan;2;13831;Policy Holder;11;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Single;21;Sedan;30000 to 39000;400;2;none;5 years;External;1 vehicle;Collision
May;2;Wednesday;Urban;Thursday;May;3;26453;Policy Holder;1;more than 30;more than 30;No;No;none;2 to 3 years;1996;0;Toyota;Male;Married;41;Sedan;20000 to 29000;500;3;none;more than 7;External;1 vehicle;Collision
Mar;4;Saturday;Urban;Friday;Apr;1;36030;Third Party;5;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Pontiac;Male;Married;27;Sedan;20000 to 29000;400;4;1;6 years;External;1 vehicle;All Perils
Oct;1;Thursday;Rural;Monday;Oct;3;44463;Policy Holder;3;more than 30;more than 30;No;No;none;no change;1996;1;Toyota;Male;Married;30;Sedan;20000 to 29000;400;1;none;5 years;External;1 vehicle;Collision
Dec;4;Friday;Urban;Wednesday;Jan;1;6104;Policy Holder;5;more than 30;more than 30;No;No;more than 5;no change;1995;0;Honda;Male;Married;39;Sedan;20000 to 29000;400;1;1;6 years;External;1 vehicle;Collision
